1160,番禺区青少年乒乓球培训活动项目,香港继昌堂,广州市番禺区乒乓球协会,广东省,2018.11.01-2019.11.01
1159,第17届贾氏奖学金卫生项目年会,雅礼协会,昆明医科大学,云南省,2018.10.27-2018.10.27
1158,慈恩基金会－云南云龙2018助学爱心行动,慈恩基金会有限公司,云龙县委统战部（县侨办）,云南省,2018.11.05-2019.11.04
1157,援建富宁县田蓬镇八咙小学综合楼,慈恩基金会有限公司,云南省文山州富宁县教育局,云南省,2018.10.27-2019.10.27
1156,巍山县--慈恩基金会善缘广结2018助学活动,慈恩基金会有限公司,巍山县人民政府侨务办公室、巍山县教育局,云南省,2018.11.15-2019.11.15
1155,2018云南反家暴工作者专业技能培训计划,财团法人励馨社会福利事业基金会,昆明市五华区明心社会工作服务中心,云南省,2018.11.05-2018.11.09
1154,援建富宁县谷拉乡那标小学综合楼,信望爱慈善基金有限公司,云南省文山州富宁县教育局,云南省,2018.10.27-2019.10.27
1153,2018年度香港海鸥助学项目,香港海鸥助学团有限公司,云南省妇女儿童发展中心,云南省,2018.10.31-2019.07.31
1152,重庆大学黄乾亨基金奖助学金资助及与受助学生座谈活动,黄乾亨基金,重庆大学学工部（进账单位为重庆大学教育发展基金会）,重庆市,2018.10.17-2019.10.17
1151,重庆大学新鸿基地产郭氏基金奖助学金,新鸿基地产郭氏基金有限公司,重庆大学教育发展基金会,重庆市,2018.10.17-2019.10.17
1150,重庆大学NITORI国际奖学金,公益财团法人 似鸟国际奖学财团,重庆大学外国语学院、学工部（执行单位），重庆大学教育发展基金会（签约单位）,重庆市,2018.10.17-2019.10.17
1149,广东城乡地区医护人员心肺复苏术免费教学培训,香港卫生护理专业人员协会,肇庆市鼎湖区卫生和计划生育局,广东省,2018.10.27-2018.10.28
1148,广利颐老院与澳门之旅健康会交流座谈会,澳门友谊之旅健康会,肇庆市鼎湖区广利颐老院,广东省,2018.11.20-2019.11.20
1147,施医赠药慈善晚会,澳门友谊之旅健康会,肇庆市鼎湖区中医院,广东省,2018.11.20-2019.11.20
1146,2018年光华奖学金颁奖,光华教育基金会有限公司,贵州工程应用技术学院,贵州省,2018.11.12-2018.12.21
1145,苗圃行动“2018年送爱暖童心”棉衣派发活动,苗圃行动,中国共产主义青年团雷波县委员会,四川省,2018.10.27-2018.11.11
1144,四川凉山女童助学专案,精进基金有限公司,北川羌族自治县大鱼青少年公益发展中心,四川省,2018.10.25-2019.08.31
1143,驻校社工,精进基金有限公司,北川羌族自治县大鱼青少年公益发展中心,四川省,2018.10.25-2019.08.31
1142,生计助学,精进基金有限公司,北川羌族自治县大鱼青少年公益发展中心,四川省,2018.10.25-2019.08.31
1141,四川大学“香港思源奖助学金”,思源基金会,四川大学教育基金会,四川省,2018.11.02-2019.11.02
1140,光华奖学金,光华教育基金会有限公司,四川大学教育基金会,四川省,2018.11.07-2019.11.07
1139,加拿大专家来滨进行医学学术交流,加拿大白求恩医学发展协会,滨州医学院附属医院,山东省,2018.10.17-2018.10.19
1138,中国海洋大学第十一届永旺奖学金评选,公益财团法人永旺1%俱乐部,山东省中国海洋大学教育基金会,山东省,2018.09.25-2019.08.31
1137,接受并实施科威特促善协会在青海省开展的各类慈善项目,科威特社会促善协会国际慈善部,青海高远慈善帮扶救助会,青海省,2018.10.01-2019.10.01
1136,2018相预未来：新文明城市与可持续发展论坛,与时斋,清华大学全球可持续发展研究院,北京市,2018.11.03-2018.11.05
1135,开展城市发展和土地政策领域的科研会议培训资助活动,林肯土地政策研究院,北京大学,北京市,2018.10.17-2019.06.30
1134,鲨鱼的渔业捕捞及其保护研究,绿色和平,北京大学生命科学学院,"北京市,福建省,浙江省,山东省,海南省,广东省",2018.10.26-2019.10.25
1133,2018北京大学NITORI国际奖学金及其相关活动,公益财团法人 似鸟国际奖学金财团,北京大学教育基金会,北京市,2018.11.01-2019.08.31
1132,2018罗氏慈善基金罗定邦励志奖学金及系列相关活动,罗氏慈善基金,北京大学教育基金会,北京市,2018.11.01-2019.09.30
1131,2018年北京大学香港校友会助学基金及系列相关活动,香港北大助学基金会有限公司,北京大学教育基金会,北京市,2018.11.01-2019.08.31
1130,2018耀寰慈善基金-北大法治研究中心学术活动,耀寰慈善基金有限公司,北京大学教育基金会,北京市,2018.11.01-2019.10.31
1129,2018年PKUEF（USA）捐赠活动一,北京大学教育基金会（美国）,北京大学教育基金会,北京市,2018.11.01-2019.09.30
1128,2018天体物理所美国科维理捐赠项目,科维理基金会,北京大学教育基金会,北京市,2018.11.01-2019.10.31
1127,PESI学术基金,美国国际科技教育服务机构,中国人民大学教育基金会,北京市,2018.10.31-2019.10.31
1126,3i青年菁英创新智慧创业交流团走进大湾区（中山团）,香港菁英会有限公司,中山市青年联合会,广东省,2018.10.19-2018.10.19
1125,中国中西部地区 自闭症服务机构管理能力提升与陪伴计,德国米苏尔社会发展基金会,西安市碑林区拉拉手特殊教育中心,陕西省,2018.09.26-2019.05.31
1124,2018年世界新会冈州会馆（同乡会）联谊恳亲大会,三藩市冈州总会馆,广东省江门市新会区外事侨务局,广东省,2018.10.26-2018.10.29
1123,上海论坛2018,韩国高等教育财团,复旦大学发展研究院、上海复旦大学教育发展基金会,上海市,2018.06.27-2018.12.19
1122,2018年旅港三水同乡会物资捐赠活动,旅港三水同乡会,佛山市三水区启智学校,广东省,2018.10.26-2018.10.26
1121,2018年旅港三水同乡会物资捐赠活动,旅港三水同乡会,佛山市三水区芦苞镇敬老院,广东省,2018.10.26-2018.10.26
1120,罗定市素龙街中心小学方肇亨科学楼峻工典礼暨冠名揭幕,中国烛光教育基金有限公司,罗定市素龙街中心小学,广东省,2018.11.01-2018.11.02
1119,浙江大学人文学院蓝德彰学术基金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.09.30-2019.09.20
1118,美国汤氏教育基金会捐赠支持浙江大学化工大楼建设项目,美国汤氏教育基金会,浙江大学教育基金会,浙江省,2018.12.12-2019.01.30
1117,美国汤氏教育基金会捐赠支持浙江大学化工大楼建设项目,美国汤氏教育基金会,浙江大学教育基金会,浙江省,2018.10.15-2018.12.10
1116,“一年零购衣”项目,绿色和平,上海老港镇贝蓝环保服务中心,"上海市,北京市",2018.08.09-2019.07.31
1115,香港福慧慈善基金会助学活动,福慧慈善基金会,上海市华东师范大学教育发展基金会,上海市,2018.10.13-2019.05.30
1114,斯图加特-新加坡远东文化节,HEAD 教育基金会,汕头大学至诚书院,广东省,2018.10.12-2018.10.21
1113,增强中国甘肃环县眼健康能力项目,弗雷德·霍洛基金会（澳大利亚）昆明代表处,环县人民医院,甘肃省,2018.10.01-2018.12.31
1112,饮水项目验收,香港慈恩慈善基金會有限公司,甘肃省渭源县秦祁乡人民政府,甘肃省,2018.10.16-2018.10.18
1111,中国海外煤电投资建设风险预警研究,绿色和平,山西财经大学经济学院,"山西省,北京市,上海市,广东省,湖北省,湖南省,云南省,陕西省,山东省,辽宁省",2018.09.25-2019.09.24
1110,上海中心城区河道保护项目,UPS基金会,上海道融自然保护与可持续发展中心,上海市,2018.07.06-2018.12.31
1109,国际注册筹款人职业认证体系（CFRE）介绍,国际注册筹款人职业认证体系委员会,上海静安区方德瑞信社会公益创新发展中心,"上海市,北京市,广东省",2018.08.14-2019.08.14
1108,澳门友谊扶轮社怀集爱心助学活动,澳门友谊扶轮社,怀集县大岗镇中心小学,广东省,2018.10.07-2019.10.06
1107,香港两地一心协会遵义地区援建项目,两地一心,遵义市政府智力支边办公室,贵州省,2018.10.15-2019.10.15
1106,“杰义服务多开心”贵州毕节服务团,义工发展工作局,中国共产主义青年团毕节市七星关区委员会,贵州省,2018.10.26-2018.10.29
1105,马来西亚祝福文化基金会赴贵州省毕节市开展捐资助学并,祝福文化基金會,贵州省归国华侨联合会经济工作部,贵州省,2018.10.20-2018.10.26
1104,重度残疾人家庭和独居残疾人支援项目,澳门新会同乡会,江门市慈善会,广东省,2018.10.01-2019.09.30
1103,重度残疾人家庭和独居残疾人支援项目,香港四邑商工总会,江门市慈善会,广东省,2018.10.01-2019.09.30
1102,粤港澳大湾区精神科护理培训项目方案,香港卫生护理专业人员协会,江门市第三人民医院,广东省,2018.09.28-2019.09.01
1101,2018年西安交通大学王宽诚教育基金,王宽诚教育基金会,西安交通大学教育基金会,陕西省,2018.09.20-2018.12.31
1100,2018蒋震奖学金,蒋震工业慈善基金(香港)有限公司,西安交通大学教育基金会,陕西省,2018.09.20-2019.08.31
1099,第九届世界食用菌生物学与产品大会,世界食用菌生物学与产品学会,上海市农业科学院,上海市,2018.11.12-2018.11.15
1098,澳门明德慈善会回访援助项目,明德慈善会,广东省妇女儿童基金会,广东省,2018.10.20-2018.10.21
1097,杭州师范大学福慧奖学金颁奖,香港福慧慈善基金会,杭州师范大学教育基金会,浙江省,2018.10.01-2019.06.30
1096,浙江大学电气工程学院丁成章奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.30
1095,浙江大学电气工程学院丁成章奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.28-2019.06.30
1094,浙江大学电气工程学院丁成章奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.30
1093,浙江大学电气工程学院杜汝琎奖学金,浙江大学美国教育基金会,浙江大学教育基金会,浙江省,2018.08.28-2019.06.30
1092,浙江大学电气工程学院杜汝琎奖学金,浙江大学美国教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.23
1091,浙江大学电气工程学院杜汝琎奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.23
1090,“文化中国未来领袖人才”培养计划,晨兴基金会有限公司,浙江大学教育基金会,浙江省,2018.09.14-2019.09.10
1089,电子商务助力农村发展项目,粮惠世界,爱德基金会,"云南省,广西壮族自治区,湖南省,江苏省",2018.10.01-2018.12.31
1088,青年创益,"粮惠世界,粮惠世界",爱德基金会,"江苏省,湖南省,四川省",2018.10.01-2018.12.31
1087,“文化中国未来领袖人才”培养计划,晨兴基金会有限公司,浙江大学教育基金会,浙江省,2018.09.14-2018.11.30
1086,浙江大学航空航天学院谢贻权奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.23
1085,浙江大学航空航天学院谢贻权奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.23
1084,浙江大学生仪学院晶钻助学金,浙江大学美国教育基金会,浙江大学教育基金会,浙江省,2018.08.28-2019.06.30
1083,长果安息香遗传多样性研究及综合保护,国际植物园保护联盟,湖南省森林植物园,湖南省,2018.09.17-2018.12.31
1082,2018南京大学NITORI国际奖学金,公益财团法人似鸟国际奖学财团,南京大学教育发展基金会,江苏省,2018.10.08-2019.10.08
1081,计算机学院未来信息技术研究中心专项基金,世界未来基金会,浙江大学教育基金会,浙江省,2018.06.25-2019.06.24
1080,浙江大学物理学系马青博士奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.28-2019.06.30
1079,文化中国人才计划,澳門同濟慈善會,浙江大学教育基金会,浙江省,2018.07.23-2018.09.30
1078,浙江大学物理学系马青博士奖学金,浙江大学（美国）教育基金会,浙江大学教育基金会,浙江省,2018.08.23-2018.10.23
1077,捐資助學活動,立升慈善教育基金会有限公司,广东省英德市教育局,广东省,2018.10.13-2018.10.14
1076,文化中国人才计划,澳門同濟慈善會,浙江大学教育基金会,浙江省,2018.07.23-2018.09.30
1075,开展资金资助、义工探访及牙科义诊等活动,福幼基金会有限公司,广州市残疾人安养院,广东省,2018.10.10-2019.10.09
1074,关顾童心行动探访敬老院及家访受资助学生,关顾童心行动有限公司,韶关市曲江区志愿者协会,广东省,2018.11.03-2018.11.05
1073,大塘敬老院新大楼建成仪式筹备会议,宏施慈善基金,韶关市曲江区志愿者协会,广东省,2018.10.24-2018.10.24
1072,香港慈恩基金会赴六盘水开展扶贫助学送暖,慈恩基金会有限公司,六盘水市智力支边办联系小组办公室,贵州省,2018.10.20-2019.06.30
1071,南极海洋保护地铁广告发布项目,绿色和平,中国国际民间组织合作促进会,北京市,2018.09.01-2019.03.31
1070,可再生能源认知宣传项目,绿色和平,中国国际民间组织合作促进会,"北京市,河北省,上海市,湖南省,内蒙古自治区,甘肃省,青海省,山西省,山东省,广东省,江苏省,浙江省",2018.09.01-2019.08.31
1069,云南省大理州代表性古树拍摄,绿色和平,大理白族自治州野性大理自然教育与研究中心,云南省,2018.10.01-2019.10.01
1068,HandsOn2018-2019UPS安全驾驶规则,UPS 基金会,上海市闵行区牵手上海志愿者工作服务中心,上海市,2018.10.21-2019.10.20
1067,南京大学“香港思源奖助学金”,思源基金会,南京大学教育发展基金会,江苏省,2018.09.06-2019.09.05
1066,绿色和平和南京林业大学国家公园项目,"绿色和平,绿色和平",南京林业大学,"山东省,湖南省,云南省,四川省,江苏省,北京市,上海市,安徽省",2018.09.30-2019.09.29
1065,中国烛光教育基金有限公司捐资助学活动,"中国烛光教育基金有限公司,中国烛光教育基金有限公司",广西壮族自治区柳州市融水苗族自治县教育局,广西壮族自治区,2018.09.01-2019.08.31
1064,极危孑遗物种水松在中国、越南、老挝的综合保护行动,国际植物园保护联盟,中国科学院华南植物园,"广东省,广西壮族自治区",2018.10.30-2018.12.31
1063,2018年澳门草根阶层联合会德庆助学“爱心之旅”,澳门草根阶层联合会,马圩镇荣村小学（教学点）,广东省,2018.10.11-2018.10.12
1062,2018年澳门百胜联盟联合会德庆助学“爱心之旅”,澳门百胜联盟联合会,马圩镇荣村小学（教学点）,广东省,2018.10.07-2018.10.08
1061,2018年澳门装修业联合会德庆助学“爱心之旅”,澳门装修业联合会,马圩镇荣村小学（教学点）,广东省,2018.10.09-2018.10.10
1060,督导服务协议,香港圣公会福利协会有限公司,广州恩善社会服务中心,广东省,2018.09.28-2019.03.31
1059,光华教育基金会奖学金,光华教育基金会有限公司,哈尔滨工业大学学生工作处,黑龙江省,2018.09.19-2018.12.31
1058,扶贫济困,慈恩基金会,中共赫章县委统战部,贵州省,2018.10.20-2019.06.30
1057,武汉大学2018年度NITORI国际奖学金捐赠,公益财团法人 似鸟国际奖学金财团,武汉大学教育发展基金会,湖北省,2018.08.30-2019.04.30
1056,武汉大学2018年度永旺奖学金捐赠,公益财团法人 永旺1%俱乐部,武汉大学教育发展基金会,湖北省,2018.08.30-2019.04.30
1055,2018年杰出名人堂颁奖典礼 ,國际师傅联盟总会,佛山市武术协会,广东省,2018.09.25-2018.09.27
1054,国际行动理事会第35届年会,国际行动理事会,中国国际交流协会,北京市,2018.09.28-2018.09.30
1053,贝利马丁奖颁奖活动和艾滋病防治能力提升,贝利马丁基金会,云南省性病艾滋病防治协会,云南省,2018.09.25-2018.12.31
1052,世界大众跆拳道教育论坛,世界大众跆拳道联盟,云南省跆拳道协会,云南省,2018.09.18-2018.09.21
1051,亚洲都市景观奖颁奖礼, 亚洲人居环境协会,银川市建筑业协会,宁夏回族自治区,2018.10.14-2018.10.17
1050,香港慈恩基金红寺堡区“助学”及关爱弱势老人项目,慈恩基金会有限公司,共青团吴忠市红寺堡区委员会,宁夏回族自治区,2018.08.15-2019.08.15
1049,培苗行动2018-2019年度渭源县系列助学活动,香港培苗行动有限公司,渭源县第一中学  渭源县第二中学,甘肃省,2018.09.28-2019.09.27
1048,培苗行动2018-2019年度会宁县系列助学活动,香港培苗行动有限公司,会宁县第二中学,甘肃省,2018.09.28-2019.09.27
1047,“光荣学生”2018年助学项目,全美华人文化教育基金会,云南省健康与发展研究会,云南省,2018.09.20-2019.09.20
1046,2018国际儿童青少年戏剧协会艺术大会,"国际儿童青少年戏剧协会,国际儿童青少年戏剧协会（ASSITEJ）",中国儿童艺术剧院,"北京市,天津市",2018.08.16-2018.08.26
1045,思源助学金,思源基金会,东北师范大学教育基金会,吉林省,2018.09.26-2019.09.26
1044,“一帮一”助学活动,国际儿童慈善基金会,重庆市綦江区慈善会,重庆市,2018.09.24-2018.09.27
1043,英国土木工程师学会对西交利物浦大学进行认证,土木工程师学会（英国）,西交利物浦大学,江苏省,2018.05.24-2018.05.25
1042,福建省书香校园--图书馆捐赠计划,铁人暖心慈善基金会有限公司,福建省星火助学公益服务中心,福建省,2018.10.01-2019.09.30
1041,北京师范大学NITORI国际奖学金,公益财团法人 似鸟国际奖学金财团,北京师范大学教育基金会,北京市,2018.09.10-2018.11.19
1040,北京师范大学魏清仙教育慈善基金,徐氏家族慈善基金会,北京师范大学教育基金会,北京市,2018.09.10-2019.09.10
1039,北京师范大学徐树彬魏清仙物理学人才基金,徐氏家族慈善基金会,北京师范大学教育基金会,北京市,2018.09.10-2019.09.10
1038,一次性塑料减量化方案创新研究,绿色和平,大连海事大学外国语学院,"北京市,辽宁省,上海市,广东省,四川省,吉林省,黑龙江省",2018.09.20-2019.09.19
1037,英国土木工程师学会课程认证,英国土木工程师学会,宁波诺丁汉大学,浙江省,2018.11.18-2018.11.20
1036,助学回访,植苗基金會有限公司,广西慈善总会,广西壮族自治区,2018.04.15-2018.04.16
1035,助学金捐赠,思源基金会,天津南开大学教育基金会,天津市,2018.09.12-2019.09.12
1034,第十届国际发明展览会暨第三届世界发明创新论坛,发明者协会国际联合会,佛山市科学技术协会,广东省,2018.09.13-2018.09.15
1033,聘请香港社工督导,社会服务发展研究中心,广州市侨颐社会服务中心,广东省,2018.10.01-2019.04.17
1032,奖学金捐赠,公益财团法人永旺1%俱乐部,天津南开大学教育基金会,天津市,2018.09.12-2018.09.12
1031,助学金捐赠,公益财团法人似鸟国际奖学财团,天津南开大学教育基金会,天津市,2018.09.12-2018.09.12
1030,光华教育基金会捐设南京大学光华奖学金（2018）,光华教育基金会有限公司,南京大学教育发展基金会,江苏省,2018.09.06-2019.09.05
1029,光华教育基金会捐设南京大学人文基金,光华教育基金会有限公司,南京大学教育发展基金会,江苏省,2018.09.06-2019.09.05
1028,香港基督教协进会,香港基督教协进会,南京基督教青年会,"江苏省,安徽省,宁夏回族自治区,广东省,云南省,福建省,山东省",2018.09.01-2019.08.31
1027,清华大学黄廷方奖学金,黄廷方慈善基金有限公司,清华大学教育基金会,北京市,2018.09.10-2019.09.09
1026,AFS国际文化交流项目,AFS国际文化交流组织,中国教育国际交流协会,"安徽省,辽宁省,北京市,江苏省,广东省,海南省,河北省,黑龙江省,河南省,浙江省,上海市,天津市,山东省,江西省,四川省",2018.09.01-2019.09.01
1025,国际工商知识产权2018论坛,国际保护知识产权协会,中国国际贸易促进委员会专利商标事务所,北京市,2018.09.18-2018.09.18
1024,一带一路风电光伏投资协同效益,绿色和平,四川循环经济研究中心,"辽宁省,四川省,北京市",2018.09.01-2019.09.01
1023,美国天邻基金会与大理市第二人民医院医学交流及义诊服,美国天邻基金会,云南省大理市第二人民医院,云南省,2018.09.09-2018.12.15
1022,快乐巴士项目,"德国米苏尔社会发展基金会,德国米苏尔社会发展基金会",西宁市曙光公益援助中心,青海省,2018.08.28-2019.08.28
1021,摘星计划2018年助学启动,摘星计划,云浮市教育局,广东省,2018.09.20-2019.09.19
1020,绿色点亮未来,飞利浦照明基金会,中华环境保护基金会,湖南省,2018.09.20-2019.08.31
1019,全国儿童食品安全守护行动, 沃尔玛基金会,中国儿童少年基金会,"北京市,江苏省,浙江省,贵州省,福建省,云南省,广东省,青海省,新疆维吾尔自治区",2018.09.10-2019.05.25
1018,鼎湖区外事侨务局与香港鼎湖同乡会举办拜访交流活动,香港鼎湖同乡联谊会有限公司,肇庆市鼎湖区外事侨务局,广东省,2018.09.21-2019.06.21
1017,太平镇健安小学贫困学生及其家庭资助计划,铁人暖心慈善基金会有限公司,藤县太平镇健安小学,广西壮族自治区,2018.08.11-2018.12.31
1016,农村儿童及社区居家养老的升级服务,粮惠世界,中华基督教女青年会全国协会,"湖北省,四川省,陕西省,福建省,浙江省",2018.06.20-2019.06.20
1015,农村儿童及社区居家养老的升级服务,粮惠世界,中华基督教青年会全国协会,"湖北省,四川省,陕西省,福建省,浙江省",2018.06.20-2019.06.20
1014,长春市艾滋病感染者关怀及帮扶活动,贝利马丁基金会,长春市性病艾滋病防治协会,吉林省,2018.09.01-2018.12.31
1013,“国际多中心临床试验(MRCT) / GCP检查”,美国药品研究与制造企业协会,北京大学临床研究所,北京市,2018.09.11-2018.09.14
1012,资助新校区建设,周大福慈善基金有限公司,北京华文学院,北京市,2018.11.01-2018.12.31
1011,2018前线医护人员禁毒培训工作坊,澳门医护志愿者协会,广州市大同社会工作服务中心,广东省,2018.08.25-2018.08.25
1010,健行助学金,健行杏社教育慈善基金有限公司,中国共产主义青年团纳雍县委员会,贵州省,2018.09.01-2019.08.31
1009,“幸福种子·小木屋”青少年自然生态教育项目,UPS基金会,青岛市慈善总会,山东省,2018.10.01-2019.09.30
1008,纳雍县特困学生助学金派发,中国烛光教育基金,中国共产主义青年团纳雍县委员会,贵州省,2018.09.01-2019.08.31
1007,香港向阳花资助贫困学生,向阳花助学励志会（香港）,贵州省都匀市老年大学,贵州省,2018.09.10-2019.09.10
1006,香港向阳花资助贫困学生(罗甸), 向阳花助学励志会（香港）,罗甸县边阳中学校 .,贵州省,2018.09.10-2019.09.10
1005,广西大学校友李振昌通过美国基金会捐款, 美国慈善基金会,广西大学教育发展基金会,广西壮族自治区,2018.08.28-2019.08.28
1004,环境法律能力提升项目（二期）,环境法律研究所,中华环境保护基金会,北京市,2018.09.03-2019.08.31
1003,吐鲁番地区贫困妇女就业能力提升项目,粮惠世界,中国国际民间组织合作促进会,新疆维吾尔自治区,2018.08.29-2019.06.30
1002,中国气候变化教育项目,德国粮惠世界,中国国际民间组织合作促进会,"黑龙江省,陕西省,河北省,江苏省,广东省,湖南省,安徽省,四川省,云南省,北京市",2018.08.29-2019.03.31
1001,海洋牧场研讨会,中外对话,海南智渔可持续科技发展研究中心,海南省,2018.09.08-2018.09.30
1000,2018年儿童福利机构社工服务提升项目,"生命线儿童服务中心,百事宁",中国儿童福利和收养中心,"北京市,宁夏回族自治区,内蒙古自治区,江苏省,河南省,广西壮族自治区",2018.08.25-2019.07.31
999,社区积极参与下广西恭城县独特的喀斯特植物多样性生态,国际植物园保护联盟,广西壮族自治区中国科学院广西植物研究所,广西壮族自治区,2018.09.25-2018.12.31
998,遂平县轮椅队,天邻基金会有限公司,遂平县慈善总会、遂平县残疾人联合会  联合承办,河南省,2018.09.16-2018.09.22
997,外卖餐盒产品与服务系统设计与研究,绿色和平,清华大学,"北京市,上海市,广东省",2018.08.31-2019.08.30
996,三亚市艾滋病感染者关怀及培训活动,贝利马丁基金会,海南省健康促进与教育协会,海南省,2018.08.27-2019.07.01
995,云浮市特困学生助学金派发,中国烛光教育基金有限公司,中国共产主义青年团云浮市委员会,广东省,2018.09.01-2019.08.31
994, 红云希望学校助学活动,港九纺织染业职工总会,乳源瑶族自治县教育局学生助学管理中心,广东省,2018.08.30-2019.08.06
993,2018年香港房屋事务经理协会德庆扶贫助学活动,房屋事务经理协会,德庆县教育局,广东省,2018.09.16-2018.09.17
992,“余锦炯·张襯慈善公益金”慈善活动,亿京慈善基金有限公司,开平市慈善会,广东省,2018.09.01-2018.12.31
991,学前儿童教育项目,爱达迅教育基金会有限公司,成都爱达迅社会工作服务中心,四川省,2018.09.10-2018.12.31
990,妇女继续教育发展项目,爱达迅教育基金会有限公司,成都爱达迅社会工作服务中心,四川省,2018.09.10-2018.12.31
989,仪陇县贫困乡村留守儿童中特困儿童关爱陪伴助学项目,为普顾问有限公司,仪陇县乡村发展协会,四川省,2018.09.01-2019.08.31
988,仪陇清寒优秀学生奖学金项目,无为和谐基金会,仪陇县乡村发展协会,四川省,2018.09.01-2019.08.31
987,仪陇县乡村小学远程教育项目,无为和谐基金会,仪陇县乡村发展协会,四川省,2018.09.01-2019.08.31
986,苗圃行动“2018年送爱暖童心”棉衣派发活动,苗圃行动,甘肃省青少年发展基金会,甘肃省,2018.10.27-2018.11.11
985,思源助学金,思源基金会,山东大学教育基金会,山东省,2018.08.01-2019.06.30
984,光华奖学金,光华教育基金会有限公司,山东大学教育基金会,山东省,2018.08.01-2019.07.31
983,蒋震菏泽奖学金,蒋震工业慈善基金(香港)有限公司,山东大学教育基金会,山东省,2018.08.01-2019.06.30
982,气候治理与非政府组织能力建设,绿色和平,上海国际问题研究院,"北京市,上海市",2018.07.01-2019.06.30
981,摘星计划助学启动,摘星计划,广西壮族自治区藤县中学,广西壮族自治区,2018.08.20-2019.08.19
980,2018中国新产业峰会,中國新產業聯盟,深圳市招商证券公益基金会,广东省,2018.09.09-2018.09.09
979,志愿者协会工作交流,宏施慈善基金,韶关市曲江区志愿者协会,广东省,2018.09.17-2018.09.18
978,滑县与天邻医学交流及义诊服务,天邻基金会,河南省滑县慈善总会,河南省,2018.09.09-2018.09.15
977,河南省驻马店市英语骨干教师培训班,天邻基金会有限公司,驻马店职业技术学院,河南省,2018.10.10-2018.10.17
976,UPS筑梦星娃支持计划,UPS基金会,深圳市罗湖区仁爱康复服务中心,广东省,2018.10.01-2019.09.30
975,捡拾中国行动网络建设项目,UPS基金会,上海静安区爱芬环保科技咨询服务中心,上海市,2018.06.11-2019.05.31
974,资助“大脑加油站“社区脑健康促进项目,Ups基金会,上海剪爱公益发展中心,上海市,2018.08.20-2019.08.19
973,资助“大脑加油站”社区脑健康促进项目,Ups基金会,上海剪爱公益发展中心,上海市,2018.08.20-2019.08.19
972,2018年9月连南瑶族自治县“扶贫复明”活动,力行植林慈善基金会,连南瑶族自治县残疾人联合会,广东省,2018.09.02-2018.09.10
971,贫困地区女性电商扶贫带头人培训,沃尔玛基金会,友成企业家扶贫基金会,"贵州省,甘肃省,湖北省",2018.08.20-2019.04.01
970,2018年“怀恩教育基金会助学金颁发仪式”活动,怀恩教育基金会有限公司,江门市新会区直属教育核算中心,广东省,2018.08.20-2018.08.25
969,贫困学生助学,北美仁爱基金,河北进德公益基金会,"吉林省,河北省,海南省,甘肃省,新疆维吾尔自治区,陕西省",2018.07.20-2018.08.31
968,资助孤残儿童康复,北美仁爱基金,河北进德公益基金会,河北省,2018.07.29-2018.09.30
967,捐建陇西县菜子镇沙家庄小学、浅河小学项目竣工仪式,香港基督教协进会,陇西县教育体育局,甘肃省,2018.06.25-2019.06.24
966,浙江大学NITORI国际奖学金,公益财团法人似鸟国际奖学财团,浙江大学教育基金会,浙江省,2018.08.01-2018.12.31
965,浙江大学浚生贫困学生助学基金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2018.05.30-2018.09.30
964,理学部信兴教育及慈善基金,香港浙江大学教育基金会有限公司,浙江大学教育基金会,浙江省,2018.05.10-2018.09.30
963,计算机科学与技术学院倪继红奖学金,浙江大学美国教育基金会,浙江大学教育基金会,浙江省,2018.05.20-2018.09.30
962,驻马店驿城区与天邻捐赠轮椅服务,美国天邻基金会,河南省驿城区慈善总会,河南省,2018.09.09-2018.09.15
961,2018三菱日联银行奖学金,公益财团法人三菱UFJ国际财团,北京大学教育基金会,北京市,2018.09.01-2019.08.31
960,2018北京大学POSCO奖学金及其相关活动,财团法人POSCO青岩财团,北京大学教育基金会,北京市,2018.09.01-2019.08.31
959,2018北京大学光华奖学金及相关活动,光华教育基金会有限公司,北京大学教育基金会,北京市,2018.09.01-2019.08.31
958,2018北京大学永旺奖学金及相关活动,公益财团法人 永旺1%俱乐部,北京大学教育基金会,北京市,2018.09.01-2019.08.31
